# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.883
 8.8571      0.026         10.205
 8.7857      0.032         12.494
 8.7143      0.038         14.743
 8.6429      0.045         16.947
 8.5714      0.051         19.095
 8.5000      0.057         21.175
 8.4286      0.063         23.170
 8.3571      0.069         25.054
 8.2857      0.075         26.784
 8.2143      0.082         28.289
 8.1429      0.088         29.419
 8.0714      0.094         29.772
 8.0000      0.100         26.406
