# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.940
 8.8571      0.026          9.843
 8.7857      0.032         11.716
 8.7143      0.038         13.556
 8.6429      0.045         15.355
 8.5714      0.051         17.106
 8.5000      0.057         18.797
 8.4286      0.063         20.415
 8.3571      0.069         21.936
 8.2857      0.075         23.325
 8.2143      0.082         24.521
 8.1429      0.088         25.401
 8.0714      0.094         25.645
 8.0000      0.100         23.356
