# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.323
 8.8571      0.026         11.808
 8.7857      0.032         15.248
 8.7143      0.038         18.637
 8.6429      0.045         21.964
 8.5714      0.051         25.219
 8.5000      0.057         28.383
 8.4286      0.063         31.433
 8.3571      0.069         34.334
 8.2857      0.075         37.027
 8.2143      0.082         39.412
 8.1429      0.088         41.277
 8.0714      0.094         42.025
 8.0000      0.100         35.387
