# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.676
 8.8571      0.026          9.667
 8.7857      0.032         11.628
 8.7143      0.038         13.554
 8.6429      0.045         15.439
 8.5714      0.051         17.273
 8.5000      0.057         19.046
 8.4286      0.063         20.743
 8.3571      0.069         22.340
 8.2857      0.075         23.800
 8.2143      0.082         25.061
 8.1429      0.088         25.995
 8.0714      0.094         26.264
 8.0000      0.100         23.779
