# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.700
 8.8571      0.026          9.470
 8.7857      0.032         11.210
 8.7143      0.038         12.917
 8.6429      0.045         14.585
 8.5714      0.051         16.206
 8.5000      0.057         17.769
 8.4286      0.063         19.261
 8.3571      0.069         20.660
 8.2857      0.075         21.933
 8.2143      0.082         23.025
 8.1429      0.088         23.824
 8.0714      0.094         24.052
 8.0000      0.100         22.294
