# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.334
 8.8571      0.026         10.840
 8.7857      0.032         13.310
 8.7143      0.038         15.739
 8.6429      0.045         18.119
 8.5714      0.051         20.440
 8.5000      0.057         22.688
 8.4286      0.063         24.845
 8.3571      0.069         26.883
 8.2857      0.075         28.757
 8.2143      0.082         30.389
 8.1429      0.088         31.619
 8.0714      0.094         32.010
 8.0000      0.100         28.263
