# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.670
 8.8571      0.026         12.282
 8.7857      0.032         15.849
 8.7143      0.038         19.362
 8.6429      0.045         22.813
 8.5714      0.051         26.189
 8.5000      0.057         29.472
 8.4286      0.063         32.637
 8.3571      0.069         35.648
 8.2857      0.075         38.445
 8.2143      0.082         40.924
 8.1429      0.088         42.866
 8.0714      0.094         43.652
 8.0000      0.100         36.668
