# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.341
 8.8571      0.026         10.994
 8.7857      0.032         13.610
 8.7143      0.038         16.183
 8.6429      0.045         18.704
 8.5714      0.051         21.165
 8.5000      0.057         23.550
 8.4286      0.063         25.840
 8.3571      0.069         28.006
 8.2857      0.075         30.001
 8.2143      0.082         31.744
 8.1429      0.088         33.065
 8.0714      0.094         33.502
 8.0000      0.100         29.352
