# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.996
 8.8571      0.026         10.780
 8.7857      0.032         13.526
 8.7143      0.038         16.229
 8.6429      0.045         18.879
 8.5714      0.051         21.466
 8.5000      0.057         23.977
 8.4286      0.063         26.391
 8.3571      0.069         28.677
 8.2857      0.075         30.788
 8.2143      0.082         32.639
 8.1429      0.088         34.056
 8.0714      0.094         34.553
 8.0000      0.100         29.929
