# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.702
 8.8571      0.026          8.337
 8.7857      0.032          9.943
 8.7143      0.038         11.517
 8.6429      0.045         13.053
 8.5714      0.051         14.544
 8.5000      0.057         15.979
 8.4286      0.063         17.347
 8.3571      0.069         18.628
 8.2857      0.075         19.792
 8.2143      0.082         20.790
 8.1429      0.088         21.528
 8.0714      0.094         21.778
 8.0000      0.100         20.558
