# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.867
 8.8571      0.026         10.080
 8.7857      0.032         12.262
 8.7143      0.038         14.405
 8.6429      0.045         16.504
 8.5714      0.051         18.550
 8.5000      0.057         20.529
 8.4286      0.063         22.427
 8.3571      0.069         24.217
 8.2857      0.075         25.859
 8.2143      0.082         27.283
 8.1429      0.088         28.348
 8.0714      0.094         28.670
 8.0000      0.100         25.587
