# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.091
 8.8571      0.026          7.801
 8.7857      0.032          9.482
 8.7143      0.038         11.130
 8.6429      0.045         12.738
 8.5714      0.051         14.300
 8.5000      0.057         15.806
 8.4286      0.063         17.243
 8.3571      0.069         18.589
 8.2857      0.075         19.816
 8.2143      0.082         20.871
 8.1429      0.088         21.656
 8.0714      0.094         21.925
 8.0000      0.100         20.538
