# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.735
 8.8571      0.026          9.826
 8.7857      0.032         11.885
 8.7143      0.038         13.908
 8.6429      0.045         15.887
 8.5714      0.051         17.816
 8.5000      0.057         19.680
 8.4286      0.063         21.466
 8.3571      0.069         23.148
 8.2857      0.075         24.688
 8.2143      0.082         26.020
 8.1429      0.088         27.011
 8.0714      0.094         27.302
 8.0000      0.100         24.578
