# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.445
 8.8571      0.026         12.462
 8.7857      0.032         16.430
 8.7143      0.038         20.342
 8.6429      0.045         24.186
 8.5714      0.051         27.950
 8.5000      0.057         31.615
 8.4286      0.063         35.154
 8.3571      0.069         38.527
 8.2857      0.075         41.671
 8.2143      0.082         44.473
 8.1429      0.088         46.696
 8.0714      0.094         47.665
 8.0000      0.100         39.362
