# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.027
 8.8571      0.026         10.689
 8.7857      0.032         13.313
 8.7143      0.038         15.895
 8.6429      0.045         18.426
 8.5714      0.051         20.897
 8.5000      0.057         23.294
 8.4286      0.063         25.597
 8.3571      0.069         27.776
 8.2857      0.075         29.787
 8.2143      0.082         31.547
 8.1429      0.088         32.888
 8.0714      0.094         33.345
 8.0000      0.100         29.031
