# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.983
 8.8571      0.026         12.604
 8.7857      0.032         16.180
 8.7143      0.038         19.701
 8.6429      0.045         23.160
 8.5714      0.051         26.543
 8.5000      0.057         29.832
 8.4286      0.063         33.003
 8.3571      0.069         36.018
 8.2857      0.075         38.817
 8.2143      0.082         41.296
 8.1429      0.088         43.234
 8.0714      0.094         44.007
 8.0000      0.100         37.067
