# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.240
 8.8571      0.026         11.526
 8.7857      0.032         14.770
 8.7143      0.038         17.964
 8.6429      0.045         21.100
 8.5714      0.051         24.166
 8.5000      0.057         27.146
 8.4286      0.063         30.017
 8.3571      0.069         32.745
 8.2857      0.075         35.276
 8.2143      0.082         37.512
 8.1429      0.088         39.254
 8.0714      0.094         39.934
 8.0000      0.100         33.816
