# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.429
 8.8571      0.026          9.791
 8.7857      0.032         12.119
 8.7143      0.038         14.408
 8.6429      0.045         16.652
 8.5714      0.051         18.840
 8.5000      0.057         20.961
 8.4286      0.063         22.996
 8.3571      0.069         24.919
 8.2857      0.075         26.690
 8.2143      0.082         28.234
 8.1429      0.088         29.402
 8.0714      0.094         29.783
 8.0000      0.100         26.203
