# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.638
 8.8571      0.026          9.057
 8.7857      0.032         10.451
 8.7143      0.038         11.818
 8.6429      0.045         13.151
 8.5714      0.051         14.446
 8.5000      0.057         15.692
 8.4286      0.063         16.879
 8.3571      0.069         17.990
 8.2857      0.075         18.997
 8.2143      0.082         19.854
 8.1429      0.088         20.476
 8.0714      0.094         20.647
 8.0000      0.100         19.428
