# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.847
 8.8571      0.026          9.420
 8.7857      0.032         10.966
 8.7143      0.038         12.482
 8.6429      0.045         13.963
 8.5714      0.051         15.402
 8.5000      0.057         16.789
 8.4286      0.063         18.112
 8.3571      0.069         19.351
 8.2857      0.075         20.477
 8.2143      0.082         21.439
 8.1429      0.088         22.138
 8.0714      0.094         22.325
 8.0000      0.100         20.791
