# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.856
 8.8571      0.026         10.213
 8.7857      0.032         12.536
 8.7143      0.038         14.817
 8.6429      0.045         17.051
 8.5714      0.051         19.227
 8.5000      0.057         21.332
 8.4286      0.063         23.349
 8.3571      0.069         25.251
 8.2857      0.075         26.995
 8.2143      0.082         28.507
 8.1429      0.088         29.638
 8.0714      0.094         29.989
 8.0000      0.100         26.847
