# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.000
 8.8571      0.026         12.558
 8.7857      0.032         15.074
 8.7143      0.038         17.541
 8.6429      0.045         19.950
 8.5714      0.051         22.292
 8.5000      0.057         24.551
 8.4286      0.063         26.706
 8.3571      0.069         28.729
 8.2857      0.075         30.571
 8.2143      0.082         32.153
 8.1429      0.088         33.319
 8.0714      0.094         33.675
 8.0000      0.100         31.235
