# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.317
 8.8571      0.026         11.706
 8.7857      0.032         15.052
 8.7143      0.038         18.348
 8.6429      0.045         21.584
 8.5714      0.051         24.747
 8.5000      0.057         27.823
 8.4286      0.063         30.786
 8.3571      0.069         33.603
 8.2857      0.075         36.217
 8.2143      0.082         38.528
 8.1429      0.088         40.331
 8.0714      0.094         41.042
 8.0000      0.100         34.684
