# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.324
 8.8571      0.026         12.797
 8.7857      0.032         15.233
 8.7143      0.038         17.627
 8.6429      0.045         19.971
 8.5714      0.051         22.255
 8.5000      0.057         24.465
 8.4286      0.063         26.582
 8.3571      0.069         28.577
 8.2857      0.075         30.405
 8.2143      0.082         31.986
 8.1429      0.088         33.158
 8.0714      0.094         33.486
 8.0000      0.100         30.056
