# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.906
 8.8571      0.026         10.403
 8.7857      0.032         11.875
 8.7143      0.038         13.320
 8.6429      0.045         14.732
 8.5714      0.051         16.106
 8.5000      0.057         17.431
 8.4286      0.063         18.696
 8.3571      0.069         19.882
 8.2857      0.075         20.960
 8.2143      0.082         21.881
 8.1429      0.088         22.545
 8.0714      0.094         22.696
 8.0000      0.100         20.990
