# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.787
 8.8571      0.026          9.224
 8.7857      0.032         10.636
 8.7143      0.038         12.021
 8.6429      0.045         13.373
 8.5714      0.051         14.685
 8.5000      0.057         15.949
 8.4286      0.063         17.154
 8.3571      0.069         18.281
 8.2857      0.075         19.304
 8.2143      0.082         20.176
 8.1429      0.088         20.806
 8.0714      0.094         20.973
 8.0000      0.100         19.663
