# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.225
 8.8571      0.026         11.784
 8.7857      0.032         15.299
 8.7143      0.038         18.763
 8.6429      0.045         22.168
 8.5714      0.051         25.502
 8.5000      0.057         28.747
 8.4286      0.063         31.879
 8.3571      0.069         34.864
 8.2857      0.075         37.644
 8.2143      0.082         40.119
 8.1429      0.088         42.076
 8.0714      0.094         42.909
 8.0000      0.100         35.594
