# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.913
 8.8571      0.026          9.791
 8.7857      0.032         12.642
 8.7143      0.038         15.462
 8.6429      0.045         18.246
 8.5714      0.051         20.985
 8.5000      0.057         23.668
 8.4286      0.063         26.281
 8.3571      0.069         28.798
 8.2857      0.075         31.183
 8.2143      0.082         33.365
 8.1429      0.088         35.196
 8.0714      0.094         36.235
 8.0000      0.100         27.978
