# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.855
 8.8571      0.026          9.678
 8.7857      0.032         11.473
 8.7143      0.038         13.234
 8.6429      0.045         14.957
 8.5714      0.051         16.633
 8.5000      0.057         18.252
 8.4286      0.063         19.799
 8.3571      0.069         21.253
 8.2857      0.075         22.580
 8.2143      0.082         23.722
 8.1429      0.088         24.560
 8.0714      0.094         24.789
 8.0000      0.100         22.652
