# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.799
 8.8571      0.026          9.667
 8.7857      0.032         11.506
 8.7143      0.038         13.311
 8.6429      0.045         15.077
 8.5714      0.051         16.795
 8.5000      0.057         18.455
 8.4286      0.063         20.042
 8.3571      0.069         21.534
 8.2857      0.075         22.896
 8.2143      0.082         24.069
 8.1429      0.088         24.933
 8.0714      0.094         25.172
 8.0000      0.100         22.938
