# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.627
 8.8571      0.026          8.971
 8.7857      0.032         10.292
 8.7143      0.038         11.586
 8.6429      0.045         12.848
 8.5714      0.051         14.073
 8.5000      0.057         15.251
 8.4286      0.063         16.373
 8.3571      0.069         17.421
 8.2857      0.075         18.370
 8.2143      0.082         19.177
 8.1429      0.088         19.762
 8.0714      0.094         19.927
 8.0000      0.100         18.862
