# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.367
 8.8571      0.026         10.030
 8.7857      0.032         11.667
 8.7143      0.038         13.274
 8.6429      0.045         14.846
 8.5714      0.051         16.375
 8.5000      0.057         17.852
 8.4286      0.063         19.263
 8.3571      0.069         20.589
 8.2857      0.075         21.797
 8.2143      0.082         22.834
 8.1429      0.088         23.590
 8.0714      0.094         23.779
 8.0000      0.100         21.777
