# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.944
 8.8571      0.026         10.597
 8.7857      0.032         13.213
 8.7143      0.038         15.787
 8.6429      0.045         18.310
 8.5714      0.051         20.773
 8.5000      0.057         23.162
 8.4286      0.063         25.457
 8.3571      0.069         27.629
 8.2857      0.075         29.633
 8.2143      0.082         31.386
 8.1429      0.088         32.722
 8.0714      0.094         33.177
 8.0000      0.100         28.903
