# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.175
 8.8571      0.026         11.445
 8.7857      0.032         14.673
 8.7143      0.038         17.852
 8.6429      0.045         20.972
 8.5714      0.051         24.023
 8.5000      0.057         26.988
 8.4286      0.063         29.843
 8.3571      0.069         32.556
 8.2857      0.075         35.072
 8.2143      0.082         37.293
 8.1429      0.088         39.022
 8.0714      0.094         39.693
 8.0000      0.100         33.665
