# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.836
 8.8571      0.026         10.164
 8.7857      0.032         12.459
 8.7143      0.038         14.716
 8.6429      0.045         16.928
 8.5714      0.051         19.086
 8.5000      0.057         21.177
 8.4286      0.063         23.185
 8.3571      0.069         25.083
 8.2857      0.075         26.831
 8.2143      0.082         28.354
 8.1429      0.088         29.506
 8.0714      0.094         29.875
 8.0000      0.100         26.261
