# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.542
 8.8571      0.026         10.316
 8.7857      0.032         13.054
 8.7143      0.038         15.747
 8.6429      0.045         18.390
 8.5714      0.051         20.971
 8.5000      0.057         23.476
 8.4286      0.063         25.885
 8.3571      0.069         28.170
 8.2857      0.075         30.281
 8.2143      0.082         32.136
 8.1429      0.088         33.563
 8.0714      0.094         34.080
 8.0000      0.100         29.351
