# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.483
 8.8571      0.026          9.907
 8.7857      0.032         12.296
 8.7143      0.038         14.646
 8.6429      0.045         16.950
 8.5714      0.051         19.197
 8.5000      0.057         21.375
 8.4286      0.063         23.466
 8.3571      0.069         25.444
 8.2857      0.075         27.265
 8.2143      0.082         28.855
 8.1429      0.088         30.060
 8.0714      0.094         30.459
 8.0000      0.100         26.714
