# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.014
 8.8571      0.026         12.842
 8.7857      0.032         16.622
 8.7143      0.038         20.348
 8.6429      0.045         24.009
 8.5714      0.051         27.591
 8.5000      0.057         31.076
 8.4286      0.063         34.440
 8.3571      0.069         37.642
 8.2857      0.075         40.621
 8.2143      0.082         43.267
 8.1429      0.088         45.351
 8.0714      0.094         46.219
 8.0000      0.100         38.555
