# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.575
 8.8571      0.026         10.026
 8.7857      0.032         11.452
 8.7143      0.038         12.849
 8.6429      0.045         14.211
 8.5714      0.051         15.532
 8.5000      0.057         16.804
 8.4286      0.063         18.014
 8.3571      0.069         19.144
 8.2857      0.075         20.167
 8.2143      0.082         21.036
 8.1429      0.088         21.664
 8.0714      0.094         21.839
 8.0000      0.100         20.699
