# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.806
 8.8571      0.026          9.165
 8.7857      0.032         10.499
 8.7143      0.038         11.807
 8.6429      0.045         13.083
 8.5714      0.051         14.322
 8.5000      0.057         15.514
 8.4286      0.063         16.650
 8.3571      0.069         17.711
 8.2857      0.075         18.672
 8.2143      0.082         19.490
 8.1429      0.088         20.081
 8.0714      0.094         20.239
 8.0000      0.100         19.084
