# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.878
 8.8571      0.026          9.983
 8.7857      0.032         12.058
 8.7143      0.038         14.097
 8.6429      0.045         16.094
 8.5714      0.051         18.041
 8.5000      0.057         19.927
 8.4286      0.063         21.735
 8.3571      0.069         23.441
 8.2857      0.075         25.007
 8.2143      0.082         26.367
 8.1429      0.088         27.385
 8.0714      0.094         27.689
 8.0000      0.100         24.626
