# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.867
 8.8571      0.026         10.213
 8.7857      0.032         12.526
 8.7143      0.038         14.799
 8.6429      0.045         17.026
 8.5714      0.051         19.197
 8.5000      0.057         21.301
 8.4286      0.063         23.318
 8.3571      0.069         25.222
 8.2857      0.075         26.973
 8.2143      0.082         28.496
 8.1429      0.088         29.641
 8.0714      0.094         30.001
 8.0000      0.100         26.569
