# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.000
 8.8571      0.026         10.994
 8.7857      0.032         13.948
 8.7143      0.038         16.856
 8.6429      0.045         19.708
 8.5714      0.051         22.495
 8.5000      0.057         25.200
 8.4286      0.063         27.803
 8.3571      0.069         30.271
 8.2857      0.075         32.554
 8.2143      0.082         34.562
 8.1429      0.088         36.109
 8.0714      0.094         36.677
 8.0000      0.100         31.500
