# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.836
 8.8571      0.026         10.284
 8.7857      0.032         12.698
 8.7143      0.038         15.071
 8.6429      0.045         17.396
 8.5714      0.051         19.663
 8.5000      0.057         21.861
 8.4286      0.063         23.969
 8.3571      0.069         25.962
 8.2857      0.075         27.795
 8.2143      0.082         29.392
 8.1429      0.088         30.599
 8.0714      0.094         30.989
 8.0000      0.100         27.312
