# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.012
 8.8571      0.026         10.631
 8.7857      0.032         13.214
 8.7143      0.038         15.755
 8.6429      0.045         18.246
 8.5714      0.051         20.677
 8.5000      0.057         23.035
 8.4286      0.063         25.300
 8.3571      0.069         27.443
 8.2857      0.075         29.419
 8.2143      0.082         31.148
 8.1429      0.088         32.463
 8.0714      0.094         32.907
 8.0000      0.100         28.707
