# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.769
 8.8571      0.026          9.524
 8.7857      0.032         11.250
 8.7143      0.038         12.944
 8.6429      0.045         14.601
 8.5714      0.051         16.211
 8.5000      0.057         17.767
 8.4286      0.063         19.253
 8.3571      0.069         20.648
 8.2857      0.075         21.920
 8.2143      0.082         23.012
 8.1429      0.088         23.812
 8.0714      0.094         24.029
 8.0000      0.100         22.055
