# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.836
 8.8571      0.026         10.144
 8.7857      0.032         12.419
 8.7143      0.038         14.656
 8.6429      0.045         16.846
 8.5714      0.051         18.981
 8.5000      0.057         21.049
 8.4286      0.063         23.032
 8.3571      0.069         24.904
 8.2857      0.075         26.623
 8.2143      0.082         28.118
 8.1429      0.088         29.241
 8.0714      0.094         29.590
 8.0000      0.100         26.261
