# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.827
 8.8571      0.026          9.143
 8.7857      0.032         10.436
 8.7143      0.038         11.702
 8.6429      0.045         12.937
 8.5714      0.051         14.134
 8.5000      0.057         15.286
 8.4286      0.063         16.382
 8.3571      0.069         17.405
 8.2857      0.075         18.331
 8.2143      0.082         19.118
 8.1429      0.088         19.686
 8.0714      0.094         19.849
 8.0000      0.100         18.856
