# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.050
 8.8571      0.026         11.706
 8.7857      0.032         15.317
 8.7143      0.038         18.874
 8.6429      0.045         22.370
 8.5714      0.051         25.791
 8.5000      0.057         29.120
 8.4286      0.063         32.332
 8.3571      0.069         35.391
 8.2857      0.075         38.237
 8.2143      0.082         40.768
 8.1429      0.088         42.764
 8.0714      0.094         43.607
 8.0000      0.100         36.295
