# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.133
 8.8571      0.026          8.839
 8.7857      0.032         10.521
 8.7143      0.038         12.176
 8.6429      0.045         13.798
 8.5714      0.051         15.381
 8.5000      0.057         16.915
 8.4286      0.063         18.388
 8.3571      0.069         19.780
 8.2857      0.075         21.060
 8.2143      0.082         22.175
 8.1429      0.088         23.011
 8.0714      0.094         23.259
 8.0000      0.100         20.534
