# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.320
 8.8571      0.026         11.537
 8.7857      0.032         14.713
 8.7143      0.038         17.840
 8.6429      0.045         20.910
 8.5714      0.051         23.911
 8.5000      0.057         26.827
 8.4286      0.063         29.636
 8.3571      0.069         32.303
 8.2857      0.075         34.776
 8.2143      0.082         36.959
 8.1429      0.088         38.655
 8.0714      0.094         39.306
 8.0000      0.100         33.392
