# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.745
 8.8571      0.026         10.860
 8.7857      0.032         13.934
 8.7143      0.038         16.961
 8.6429      0.045         19.933
 8.5714      0.051         22.838
 8.5000      0.057         25.660
 8.4286      0.063         28.378
 8.3571      0.069         30.960
 8.2857      0.075         33.353
 8.2143      0.082         35.466
 8.1429      0.088         37.107
 8.0714      0.094         37.742
 8.0000      0.100         32.059
