# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.616
 8.8571      0.026          8.768
 8.7857      0.032          9.899
 8.7143      0.038         11.005
 8.6429      0.045         12.084
 8.5714      0.051         13.129
 8.5000      0.057         14.133
 8.4286      0.063         15.087
 8.3571      0.069         15.976
 8.2857      0.075         16.779
 8.2143      0.082         17.460
 8.1429      0.088         17.953
 8.0714      0.094         18.106
 8.0000      0.100         17.374
