# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.225
 8.8571      0.026         11.954
 8.7857      0.032         15.637
 8.7143      0.038         19.265
 8.6429      0.045         22.830
 8.5714      0.051         26.318
 8.5000      0.057         29.711
 8.4286      0.063         32.984
 8.3571      0.069         36.099
 8.2857      0.075         38.997
 8.2143      0.082         41.570
 8.1429      0.088         43.597
 8.0714      0.094         44.444
 8.0000      0.100         37.094
