# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.243
 8.8571      0.026         11.743
 8.7857      0.032         15.198
 8.7143      0.038         18.602
 8.6429      0.045         21.945
 8.5714      0.051         25.214
 8.5000      0.057         28.393
 8.4286      0.063         31.458
 8.3571      0.069         34.373
 8.2857      0.075         37.080
 8.2143      0.082         39.479
 8.1429      0.088         41.357
 8.0714      0.094         42.117
 8.0000      0.100         35.408
