# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.245
 8.8571      0.026         13.978
 8.7857      0.032         17.656
 8.7143      0.038         21.272
 8.6429      0.045         24.813
 8.5714      0.051         28.264
 8.5000      0.057         31.606
 8.4286      0.063         34.812
 8.3571      0.069         37.839
 8.2857      0.075         40.621
 8.2143      0.082         43.046
 8.1429      0.088         44.882
 8.0714      0.094         45.502
 8.0000      0.100         40.301
