# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.210
 8.8571      0.026          8.905
 8.7857      0.032         10.575
 8.7143      0.038         12.219
 8.6429      0.045         13.829
 8.5714      0.051         15.400
 8.5000      0.057         16.923
 8.4286      0.063         18.384
 8.3571      0.069         19.765
 8.2857      0.075         21.034
 8.2143      0.082         22.137
 8.1429      0.088         22.964
 8.0714      0.094         23.206
 8.0000      0.100         20.534
