# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.412
 8.8571      0.026         11.171
 8.7857      0.032         13.892
 8.7143      0.038         16.568
 8.6429      0.045         19.192
 8.5714      0.051         21.753
 8.5000      0.057         24.237
 8.4286      0.063         26.623
 8.3571      0.069         28.881
 8.2857      0.075         30.963
 8.2143      0.082         32.784
 8.1429      0.088         34.171
 8.0714      0.094         34.640
 8.0000      0.100         30.207
