# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.469
 8.8571      0.026          9.443
 8.7857      0.032         11.387
 8.7143      0.038         13.297
 8.6429      0.045         15.166
 8.5714      0.051         16.987
 8.5000      0.057         18.747
 8.4286      0.063         20.433
 8.3571      0.069         22.021
 8.2857      0.075         23.474
 8.2143      0.082         24.732
 8.1429      0.088         25.665
 8.0714      0.094         25.937
 8.0000      0.100         23.356
