# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.286
 8.8571      0.026         11.718
 8.7857      0.032         15.107
 8.7143      0.038         18.445
 8.6429      0.045         21.722
 8.5714      0.051         24.927
 8.5000      0.057         28.043
 8.4286      0.063         31.046
 8.3571      0.069         33.901
 8.2857      0.075         36.551
 8.2143      0.082         38.895
 8.1429      0.088         40.727
 8.0714      0.094         41.456
 8.0000      0.100         34.971
