# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.810
 8.8571      0.026         12.876
 8.7857      0.032         16.890
 8.7143      0.038         20.845
 8.6429      0.045         24.727
 8.5714      0.051         28.525
 8.5000      0.057         32.216
 8.4286      0.063         35.775
 8.3571      0.069         39.159
 8.2857      0.075         42.302
 8.2143      0.082         45.087
 8.1429      0.088         47.269
 8.0714      0.094         48.162
 8.0000      0.100         40.480
