# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.198
 8.8571      0.026         11.194
 8.7857      0.032         14.150
 8.7143      0.038         17.059
 8.6429      0.045         19.914
 8.5714      0.051         22.702
 8.5000      0.057         25.409
 8.4286      0.063         28.013
 8.3571      0.069         30.483
 8.2857      0.075         32.767
 8.2143      0.082         34.775
 8.1429      0.088         36.321
 8.0714      0.094         36.884
 8.0000      0.100         31.702
