# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.894
 8.8571      0.026         10.218
 8.7857      0.032         12.508
 8.7143      0.038         14.759
 8.6429      0.045         16.964
 8.5714      0.051         19.113
 8.5000      0.057         21.194
 8.4286      0.063         23.189
 8.3571      0.069         25.071
 8.2857      0.075         26.800
 8.2143      0.082         28.303
 8.1429      0.088         29.430
 8.0714      0.094         29.780
 8.0000      0.100         26.468
