# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.460
 8.8571      0.026         11.612
 8.7857      0.032         12.744
 8.7143      0.038         13.853
 8.6429      0.045         14.935
 8.5714      0.051         15.985
 8.5000      0.057         16.995
 8.4286      0.063         17.956
 8.3571      0.069         18.852
 8.2857      0.075         19.660
 8.2143      0.082         20.341
 8.1429      0.088         20.820
 8.0714      0.094         20.913
 8.0000      0.100         19.866
